ds,yhat,yhat_lower,yhat_upper
2026-01-01,101.98831613583678,100.00028122855379,103.91349493572415
2026-04-01,101.17166869939317,99.26731467590999,103.16362914909216
2026-07-01,100.76202977888272,98.94037049373611,102.74821838581077
2026-10-01,100.37165889780769,98.36589726266098,102.47683776030912
2027-01-01,100.17230879161642,98.06759843228649,102.37647412349244
2027-04-01,99.66374914874143,97.54315234952789,101.96990811595582
2027-07-01,99.11870993868612,96.82974417036961,101.48200050582537
2027-10-01,98.92389979580427,96.6001196394742,101.350632343173
